sales_record_id,sales_order_id,created_date,created_time,last_updated_date,last_updated_time,sales_staff_id,counterparty_id,units_sold,unit_price,currency_id,design_id,agreed_payment_date,agreed_delivery_date,agreed_delivery_location_id
99978,1669,2023-04-10,11:57:10.075000,2023-04-10,11:57:10.075000,8,3,33993,3.26,2,42,2023-04-11,2023-04-11,28
99979,1670,2023-04-10,12:03:09.836000,2023-04-10,12:03:09.836000,7,14,73592,2.63,3,34,2023-04-10,2023-04-13,12
99980,1671,2023-04-10,12:14:09.922000,2023-04-10,12:14:09.922000,16,18,1191,3.22,3,70,2023-04-14,2023-04-14,2
99981,1672,2023-04-10,12:32:10.046000,2023-04-10,12:32:10.046000,4,2,46725,3.37,1,105,2023-04-15,2023-04-13,1
99982,1673,2023-04-10,12:54:09.773000,2023-04-10,12:54:09.773000,19,3,4839,3.51,1,7,2023-04-14,2023-04-14,24
99983,1674,2023-04-10,13:19:09.721000,2023-04-10,13:19:09.721000,3,9,45222,2.68,2,98,2023-04-11,2023-04-14,24
99984,1675,2023-04-10,14:21:09.890000,2023-04-10,14:21:09.890000,3,1,12141,3.84,3,96,2023-04-15,2023-04-13,6
99985,1676,2023-04-10,14:22:09.921000,2023-04-10,14:22:09.921000,5,8,18698,3.67,1,104,2023-04-14,2023-04-15,14
99986,1677,2023-04-10,15:35:09.962000,2023-04-10,15:35:09.962000,9,19,97774,2.69,2,69,2023-04-14,2023-04-11,25
99987,1678,2023-04-10,16:00:10.289000,2023-04-10,16:00:10.289000,15,13,20167,2.88,1,96,2023-04-13,2023-04-13,18
99988,1679,2023-04-10,16:03:10.131000,2023-04-10,16:03:10.131000,17,20,20009,2.54,3,14,2023-04-12,2023-04-11,17
99989,1680,2023-04-10,16:09:09.753000,2023-04-10,16:09:09.753000,1,1,27366,3.86,3,103,2023-04-15,2023-04-16,6
99990,1681,2023-04-10,16:19:10.148000,2023-04-10,16:19:10.148000,4,8,78802,2.91,1,52,2023-04-12,2023-04-15,2
99991,1682,2023-04-10,16:33:09.687000,2023-04-10,16:33:09.687000,13,9,14158,2.58,3,15,2023-04-13,2023-04-11,6
99992,1683,2023-04-10,17:26:09.856000,2023-04-10,17:26:09.856000,20,10,50775,2.56,2,71,2023-04-14,2023-04-14,25
99993,1684,2023-04-10,17:37:10.055000,2023-04-10,17:37:10.055000,20,20,74909,3.19,2,41,2023-04-14,2023-04-16,25
99994,1685,2023-04-10,17:58:10.060000,2023-04-10,17:58:10.060000,10,6,61650,3.99,3,86,2023-04-14,2023-04-14,29
99995,1686,2023-04-10,18:00:09.752000,2023-04-10,18:00:09.752000,9,2,84004,3.31,2,65,2023-04-11,2023-04-15,7
99996,1687,2023-04-10,18:45:09.943000,2023-04-10,18:45:09.943000,18,1,98891,2.56,1,6,2023-04-12,2023-04-12,20
99997,1689,2023-04-11,08:52:10.246000,2023-04-11,08:52:10.246000,8,2,47333,2.14,1,34,2023-04-16,2023-04-11,28
99998,1690,2023-04-11,09:30:09.861000,2023-04-11,09:30:09.861000,9,14,63624,2.26,1,102,2023-04-15,2023-04-12,30
99999,1691,2023-04-11,10:04:09.986000,2023-04-11,10:04:09.986000,3,10,54766,3.72,1,60,2023-04-12,2023-04-15,26
100000,1692,2023-04-11,10:06:09.674000,2023-04-11,10:06:09.674000,8,17,38553,2.55,1,111,2023-04-11,2023-04-13,9
100001,1693,2023-04-11,10:20:10.254000,2023-04-11,10:20:10.254000,2,15,18043,3.58,1,67,2023-04-16,2023-04-12,26
100002,1694,2023-04-11,10:35:10.059000,2023-04-11,10:35:10.059000,20,13,28241,2.48,3,60,2023-04-14,2023-04-12,30
100003,1695,2023-04-11,11:08:09.825000,2023-04-11,11:08:09.825000,13,16,4560,3.07,1,77,2023-04-16,2023-04-14,19
100004,1696,2023-04-11,11:31:10.182000,2023-04-11,11:31:10.182000,20,17,28877,3.15,2,58,2023-04-16,2023-04-16,22
100005,1697,2023-04-11,11:39:09.948000,2023-04-11,11:39:09.948000,18,16,64278,3.45,3,85,2023-04-13,2023-04-17,22
100006,1698,2023-04-11,12:35:09.930000,2023-04-11,12:35:09.930000,18,6,72771,3.40,1,112,2023-04-16,2023-04-12,11
100007,1699,2023-04-11,12:50:10.028000,2023-04-11,12:50:10.028000,7,10,10286,3.80,3,6,2023-04-13,2023-04-14,22
100008,1700,2023-04-11,13:05:09.694000,2023-04-11,13:05:09.694000,20,10,12354,2.00,3,86,2023-04-15,2023-04-12,5
100009,1701,2023-04-11,13:24:09.790000,2023-04-11,13:24:09.790000,4,19,65818,2.46,1,49,2023-04-15,2023-04-13,15
100010,1702,2023-04-11,15:04:09.696000,2023-04-11,15:04:09.696000,15,6,95744,2.07,3,30,2023-04-13,2023-04-15,5
100011,1703,2023-04-11,16:06:09.889000,2023-04-11,16:06:09.889000,3,10,67402,2.39,2,96,2023-04-12,2023-04-14,22
100012,1704,2023-04-11,16:10:09.804000,2023-04-11,16:10:09.804000,17,16,16972,2.58,2,91,2023-04-11,2023-04-12,24
100013,1705,2023-04-11,16:12:09.958000,2023-04-11,16:12:09.958000,7,5,56693,2.79,1,69,2023-04-16,2023-04-16,16
100014,1706,2023-04-11,16:31:09.927000,2023-04-11,16:31:09.927000,18,9,70549,2.21,3,70,2023-04-11,2023-04-17,27
100015,1707,2023-04-11,17:03:09.999000,2023-04-11,17:03:09.999000,12,14,41658,3.23,3,105,2023-04-14,2023-04-13,13
100016,1708,2023-04-11,17:33:09.805000,2023-04-11,17:33:09.805000,4,2,77913,3.96,3,41,2023-04-16,2023-04-14,14
100017,1709,2023-04-12,08:01:10.732000,2023-04-12,08:01:10.732000,5,6,75068,2.65,1,85,2023-04-17,2023-04-17,15
100018,5233,2023-11-15,13:04:09.957000,2023-11-15,13:04:09.957000,11,20,85005,3.41,3,203,2023-11-18,2023-11-17,7
100019,1711,2023-04-12,08:41:09.642000,2023-04-12,08:41:09.642000,3,14,76699,2.36,1,76,2023-04-18,2023-04-18,9
100020,1712,2023-04-12,08:45:09.973000,2023-04-12,08:45:09.973000,17,10,28654,3.18,2,105,2023-04-13,2023-04-16,9
100021,1713,2023-04-12,08:47:09.927000,2023-04-12,08:47:09.927000,9,20,82039,3.57,3,19,2023-04-15,2023-04-17,1
100022,1714,2023-04-12,08:51:09.986000,2023-04-12,08:51:09.986000,15,13,56706,2.76,3,112,2023-04-12,2023-04-18,18
100023,1715,2023-04-12,08:59:09.848000,2023-04-12,08:59:09.848000,19,3,48425,2.84,3,81,2023-04-12,2023-04-19,29
100024,1716,2023-04-12,09:00:09.925000,2023-04-12,09:00:09.925000,8,4,13945,3.79,2,106,2023-04-17,2023-04-17,18
100025,1717,2023-04-12,09:47:09.803000,2023-04-12,09:47:09.803000,14,15,72232,3.60,2,32,2023-04-15,2023-04-19,25
100026,1718,2023-04-12,10:30:10.133000,2023-04-12,10:30:10.133000,2,10,40242,2.39,2,1,2023-04-16,2023-04-16,19
100027,1688,2023-04-10,18:56:09.757000,2023-04-10,18:56:09.757000,20,5,46036,2.69,2,23,2023-04-15,2023-06-01,30
100028,1653,2023-04-07,15:13:10.014000,2023-04-07,15:13:10.014000,7,7,78237,2.58,2,23,2023-04-09,2023-06-03,17
100029,1719,2023-04-12,10:31:10.173000,2023-04-12,10:31:10.173000,17,19,33630,2.28,3,56,2023-04-16,2023-04-16,21
100030,1720,2023-04-12,12:02:09.861000,2023-04-12,12:02:09.861000,9,4,89071,2.79,3,27,2023-04-15,2023-04-13,29
100031,1721,2023-04-12,12:23:09.722000,2023-04-12,12:23:09.722000,13,16,34166,2.30,3,61,2023-04-16,2023-04-15,1
100032,1722,2023-04-12,12:31:09.959000,2023-04-12,12:31:09.959000,9,7,33263,3.17,1,92,2023-04-17,2023-04-18,9
100033,1723,2023-04-12,12:44:09.635000,2023-04-12,12:44:09.635000,6,16,80400,2.74,2,62,2023-04-15,2023-04-14,15
100034,1724,2023-04-12,12:52:09.963000,2023-04-12,12:52:09.963000,6,17,8372,3.87,3,31,2023-04-12,2023-04-15,27
100035,1725,2023-04-12,13:28:09.703000,2023-04-12,13:28:09.703000,12,13,44328,3.08,3,43,2023-04-17,2023-04-13,6
100036,1726,2023-04-12,14:53:09.806000,2023-04-12,14:53:09.806000,19,19,99527,3.64,1,105,2023-04-15,2023-04-13,21
100037,1727,2023-04-12,15:23:09.919000,2023-04-12,15:23:09.919000,18,8,76348,3.73,1,107,2023-04-16,2023-04-14,7
100038,1728,2023-04-12,15:31:10.296000,2023-04-12,15:31:10.296000,14,8,72706,3.23,1,42,2023-04-16,2023-04-14,15
100039,1729,2023-04-12,15:46:09.744000,2023-04-12,15:46:09.744000,6,10,94109,2.82,2,72,2023-04-17,2023-04-13,22
100040,1730,2023-04-12,15:59:10.035000,2023-04-12,15:59:10.035000,15,13,53081,2.29,2,25,2023-04-15,2023-04-14,27
100041,1731,2023-04-12,16:02:09.888000,2023-04-12,16:02:09.888000,19,8,45926,3.30,3,112,2023-04-17,2023-04-15,6
100042,1732,2023-04-12,16:50:09.773000,2023-04-12,16:50:09.773000,16,4,62249,2.41,1,50,2023-04-13,2023-04-16,29
100043,1733,2023-04-12,16:53:09.966000,2023-04-12,16:53:09.966000,15,5,29531,3.50,3,48,2023-04-18,2023-04-19,8
100044,1734,2023-04-12,17:04:09.774000,2023-04-12,17:04:09.774000,12,9,54723,3.50,2,97,2023-04-14,2023-04-13,9
100045,1735,2023-04-12,17:07:09.749000,2023-04-12,17:07:09.749000,14,5,95476,2.34,3,4,2023-04-15,2023-04-13,15
100046,1736,2023-04-12,17:31:09.884000,2023-04-12,17:31:09.884000,13,17,36458,2.25,2,4,2023-04-14,2023-04-14,6
100047,1737,2023-04-12,17:59:09.650000,2023-04-12,17:59:09.650000,11,12,44588,3.91,1,90,2023-04-15,2023-04-15,6
100048,1738,2023-04-12,18:06:09.885000,2023-04-12,18:06:09.885000,17,17,76731,3.55,2,40,2023-04-14,2023-04-18,24
100049,1739,2023-04-12,18:57:09.691000,2023-04-12,18:57:09.691000,8,9,86811,2.35,2,104,2023-04-13,2023-04-16,4
100050,1740,2023-04-13,08:07:10.102000,2023-04-13,08:07:10.102000,10,18,10532,2.74,3,20,2023-04-15,2023-04-18,19
100051,1741,2023-04-13,08:14:09.917000,2023-04-13,08:14:09.917000,12,9,37212,3.84,2,97,2023-04-13,2023-04-15,22
100052,1742,2023-04-13,08:37:09.800000,2023-04-13,08:37:09.800000,18,2,65035,2.76,3,94,2023-04-14,2023-04-14,24
100053,1743,2023-04-13,08:42:09.704000,2023-04-13,08:42:09.704000,14,13,29450,3.29,2,94,2023-04-14,2023-04-16,19
100054,1744,2023-04-13,09:19:09.696000,2023-04-13,09:19:09.696000,3,4,18840,2.98,3,40,2023-04-18,2023-04-18,21
100055,1746,2023-04-13,11:02:09.691000,2023-04-13,11:02:09.691000,5,17,70940,2.96,3,27,2023-04-18,2023-04-13,9
100056,1747,2023-04-13,11:16:09.896000,2023-04-13,11:16:09.896000,1,3,55692,2.95,1,16,2023-04-14,2023-04-14,15
100057,1748,2023-04-13,11:46:09.732000,2023-04-13,11:46:09.732000,20,13,61063,3.96,1,22,2023-04-16,2023-04-19,8
100058,1749,2023-04-13,12:28:10.162000,2023-04-13,12:28:10.162000,14,9,95646,3.78,1,46,2023-04-14,2023-04-13,9
100059,1750,2023-04-13,12:40:09.937000,2023-04-13,12:40:09.937000,6,4,3166,3.98,1,93,2023-04-16,2023-04-18,30
100060,1751,2023-04-13,13:21:10.262000,2023-04-13,13:21:10.262000,3,5,15915,3.31,1,80,2023-04-16,2023-04-20,2
100061,1752,2023-04-13,14:58:10.026000,2023-04-13,14:58:10.026000,2,19,68232,2.06,1,112,2023-04-15,2023-04-18,11
100062,1753,2023-04-13,15:13:09.908000,2023-04-13,15:13:09.908000,15,8,23785,2.89,1,18,2023-04-16,2023-04-14,13
100063,1754,2023-04-13,15:42:09.869000,2023-04-13,15:42:09.869000,13,9,44776,3.97,3,106,2023-04-18,2023-04-17,28
100064,1755,2023-04-13,16:08:09.757000,2023-04-13,16:08:09.757000,17,3,99154,2.41,3,44,2023-04-19,2023-04-17,21
100065,1756,2023-04-13,16:52:09.988000,2023-04-13,16:52:09.988000,8,6,16904,3.30,1,37,2023-04-19,2023-04-19,10
100066,1758,2023-04-13,17:25:09.665000,2023-04-13,17:25:09.665000,1,19,3089,2.38,3,11,2023-04-14,2023-04-17,11
100067,1759,2023-04-13,17:51:09.837000,2023-04-13,17:51:09.837000,18,13,7762,3.81,3,114,2023-04-17,2023-04-20,26
100068,1760,2023-04-13,18:10:09.740000,2023-04-13,18:10:09.740000,11,19,51453,2.14,2,5,2023-04-15,2023-04-16,22
100069,1761,2023-04-13,18:26:10.037000,2023-04-13,18:26:10.037000,14,9,78013,3.78,1,60,2023-04-19,2023-04-16,6
100070,2776,2023-06-15,12:22:10.143000,2023-06-15,12:22:10.143000,20,11,44271,2.25,2,62,2023-06-20,2023-06-20,3
100071,1763,2023-04-14,08:29:09.968000,2023-04-14,08:29:09.968000,10,15,48060,3.05,3,11,2023-04-17,2023-04-14,16
100072,1764,2023-04-14,08:41:09.591000,2023-04-14,08:41:09.591000,7,7,42400,3.05,3,78,2023-04-17,2023-04-16,1
100073,1765,2023-04-14,08:49:09.969000,2023-04-14,08:49:09.969000,5,20,63643,2.02,2,3,2023-04-18,2023-04-18,14
100074,1766,2023-04-14,08:59:09.912000,2023-04-14,08:59:09.912000,8,10,96911,3.84,1,58,2023-04-19,2023-04-21,15
100075,1767,2023-04-14,09:02:09.667000,2023-04-14,09:02:09.667000,1,17,18862,3.07,1,56,2023-04-14,2023-04-15,7
100076,1768,2023-04-14,09:04:09.878000,2023-04-14,09:04:09.878000,16,17,93080,2.05,3,66,2023-04-15,2023-04-17,8
100077,1769,2023-04-14,09:16:10.225000,2023-04-14,09:16:10.225000,10,12,63800,3.79,3,26,2023-04-14,2023-04-17,29
100078,1770,2023-04-14,10:04:09.797000,2023-04-14,10:04:09.797000,18,10,56918,2.35,2,67,2023-04-16,2023-04-20,13
100079,1771,2023-04-14,10:18:10.168000,2023-04-14,10:18:10.168000,20,7,98570,2.69,1,108,2023-04-19,2023-04-16,21
100080,1772,2023-04-14,10:27:09.784000,2023-04-14,10:27:09.784000,15,19,20444,3.09,3,66,2023-04-16,2023-04-19,3
100081,1773,2023-04-14,10:30:10.412000,2023-04-14,10:30:10.412000,20,14,49367,2.57,2,56,2023-04-20,2023-04-17,1
100082,1774,2023-04-14,12:16:10.115000,2023-04-14,12:16:10.115000,9,3,99216,3.66,1,66,2023-04-18,2023-04-19,28
100083,7747,2024-04-11,14:19:09.881000,2024-04-11,14:19:09.881000,18,14,38660,3.24,3,270,2024-04-13,2024-04-14,5
100084,1776,2023-04-14,13:23:09.788000,2023-04-14,13:23:09.788000,19,15,73288,3.85,2,88,2023-04-15,2023-04-15,22
100085,1777,2023-04-14,13:39:10.179000,2023-04-14,13:39:10.179000,8,1,15930,2.50,2,112,2023-04-17,2023-04-16,29
100086,1778,2023-04-14,13:51:10.002000,2023-04-14,13:51:10.002000,13,14,67528,2.76,3,85,2023-04-16,2023-04-15,23
100087,1779,2023-04-14,14:09:10.227000,2023-04-14,14:09:10.227000,9,1,73617,3.71,1,35,2023-04-15,2023-04-19,1
100088,1780,2023-04-14,14:51:10.313000,2023-04-14,14:51:10.313000,15,11,71924,3.42,1,68,2023-04-20,2023-04-20,12
100089,1781,2023-04-14,15:11:10.199000,2023-04-14,15:11:10.199000,20,17,2768,3.41,2,33,2023-04-20,2023-04-18,23
100090,1782,2023-04-14,15:14:09.710000,2023-04-14,15:14:09.710000,17,11,20554,2.89,3,109,2023-04-16,2023-04-18,13
100091,1783,2023-04-14,15:18:10.048000,2023-04-14,15:18:10.048000,2,8,89003,3.08,1,91,2023-04-20,2023-04-16,17
100092,1784,2023-04-14,15:35:09.950000,2023-04-14,15:35:09.950000,4,16,81060,2.22,1,92,2023-04-14,2023-04-19,10
100093,1785,2023-04-14,15:43:09.973000,2023-04-14,15:43:09.973000,1,19,52128,2.20,1,109,2023-04-15,2023-04-14,11
100094,1786,2023-04-14,15:50:09.824000,2023-04-14,15:50:09.824000,20,16,75735,2.88,2,35,2023-04-17,2023-04-20,12
100095,1787,2023-04-14,16:26:10.128000,2023-04-14,16:26:10.128000,1,8,75720,2.25,3,101,2023-04-18,2023-04-16,15
100096,1788,2023-04-14,17:02:10.153000,2023-04-14,17:02:10.153000,2,2,15017,3.16,3,71,2023-04-18,2023-04-21,23
100097,1789,2023-04-14,17:22:09.997000,2023-04-14,17:22:09.997000,13,14,9976,3.65,2,11,2023-04-19,2023-04-16,15
100098,1790,2023-04-14,17:35:10.139000,2023-04-14,17:35:10.139000,16,15,28872,3.57,3,70,2023-04-19,2023-04-19,16
100099,1791,2023-04-14,17:37:09.807000,2023-04-14,17:37:09.807000,20,1,96192,2.86,2,117,2023-04-18,2023-04-16,21
100100,1792,2023-04-14,17:52:09.861000,2023-04-14,17:52:09.861000,5,17,89176,3.66,2,14,2023-04-14,2023-04-19,25
100101,1793,2023-04-14,18:36:10.274000,2023-04-14,18:36:10.274000,6,9,59942,3.37,1,64,2023-04-18,2023-04-20,8
100102,1757,2023-04-13,17:13:09.681000,2023-04-13,17:13:09.681000,15,6,21561,2.71,3,96,2023-04-13,2023-04-17,19
100103,1794,2023-04-14,18:45:10.073000,2023-04-14,18:45:10.073000,3,15,79888,2.88,3,112,2023-04-19,2023-04-15,7
100104,1795,2023-04-14,18:46:09.841000,2023-04-14,18:46:09.841000,19,8,24643,2.84,1,94,2023-04-17,2023-04-18,25
100105,1796,2023-04-17,08:18:10.207000,2023-04-17,08:18:10.207000,9,20,15540,3.45,3,79,2023-04-18,2023-04-21,9
100106,1797,2023-04-17,08:31:09.913000,2023-04-17,08:31:09.913000,10,9,27218,2.12,3,61,2023-04-21,2023-04-20,4
100107,1798,2023-04-17,08:48:10.132000,2023-04-17,08:48:10.132000,8,9,35279,3.03,2,61,2023-04-19,2023-04-23,11
100108,1799,2023-04-17,09:33:09.804000,2023-04-17,09:33:09.804000,13,2,34394,2.62,3,88,2023-04-21,2023-04-18,7
100109,1800,2023-04-17,09:38:09.685000,2023-04-17,09:38:09.685000,14,13,50324,3.30,1,67,2023-04-19,2023-04-18,12
100110,1801,2023-04-17,09:53:09.735000,2023-04-17,09:53:09.735000,14,11,36473,2.20,2,85,2023-04-18,2023-04-18,19
100111,1802,2023-04-17,10:17:09.695000,2023-04-17,10:17:09.695000,20,8,8151,2.24,2,94,2023-04-20,2023-04-20,11
100112,1803,2023-04-17,10:30:10.219000,2023-04-17,10:30:10.219000,10,10,97078,3.73,1,1,2023-04-17,2023-04-20,8
100113,1804,2023-04-17,10:52:09.722000,2023-04-17,10:52:09.722000,7,13,12690,3.89,1,43,2023-04-20,2023-04-23,29
100114,1805,2023-04-17,11:25:09.687000,2023-04-17,11:25:09.687000,18,5,20182,2.52,2,20,2023-04-19,2023-04-21,27
100115,1806,2023-04-17,12:14:09.633000,2023-04-17,12:14:09.633000,4,13,5800,2.99,2,59,2023-04-19,2023-04-22,23
100116,1807,2023-04-17,12:22:10.001000,2023-04-17,12:22:10.001000,6,13,63920,2.20,2,63,2023-04-18,2023-04-24,12
100117,1808,2023-04-17,13:19:10.108000,2023-04-17,13:19:10.108000,13,14,76683,2.36,3,28,2023-04-17,2023-04-20,26
100118,1809,2023-04-17,13:20:09.685000,2023-04-17,13:20:09.685000,20,10,72310,3.69,3,78,2023-04-21,2023-04-18,27
100119,7748,2024-04-11,14:34:10.143000,2024-04-11,14:34:10.143000,9,15,96332,3.51,3,312,2024-04-14,2024-04-13,20
100120,1811,2023-04-17,14:06:09.921000,2023-04-17,14:06:09.921000,11,4,77798,2.45,3,87,2023-04-21,2023-04-18,21
100121,1812,2023-04-17,14:50:09.893000,2023-04-17,14:50:09.893000,17,8,60748,3.54,2,79,2023-04-19,2023-04-23,14
100122,1813,2023-04-17,17:20:10.149000,2023-04-17,17:20:10.149000,15,6,34565,3.53,2,18,2023-04-22,2023-04-24,20
100123,1814,2023-04-17,17:23:09.926000,2023-04-17,17:23:09.926000,3,8,21123,3.61,2,93,2023-04-18,2023-04-19,8
100124,1816,2023-04-17,18:01:09.856000,2023-04-17,18:01:09.856000,12,18,22278,3.95,1,118,2023-04-20,2023-04-24,26
100125,1817,2023-04-17,18:02:10.112000,2023-04-17,18:02:10.112000,9,4,40304,3.84,1,57,2023-04-20,2023-04-21,21
100126,1818,2023-04-17,18:15:09.843000,2023-04-17,18:15:09.843000,15,10,41408,2.91,2,85,2023-04-22,2023-04-20,30
100127,1819,2023-04-18,08:42:10.026000,2023-04-18,08:42:10.026000,13,16,50605,3.38,2,121,2023-04-22,2023-04-25,26
100128,1820,2023-04-18,09:00:10.135000,2023-04-18,09:00:10.135000,11,13,91720,3.82,1,86,2023-04-19,2023-04-21,17
100129,1821,2023-04-18,09:39:09.876000,2023-04-18,09:39:09.876000,1,12,74048,2.35,1,3,2023-04-20,2023-04-24,16
100130,1823,2023-04-18,10:15:10.463000,2023-04-18,10:15:10.463000,6,10,65441,3.79,2,69,2023-04-20,2023-04-22,1
100131,1824,2023-04-18,10:29:09.786000,2023-04-18,10:29:09.786000,10,16,47816,2.18,1,56,2023-04-21,2023-04-23,16
100132,1825,2023-04-18,10:45:10.139000,2023-04-18,10:45:10.139000,9,16,27368,2.37,3,114,2023-04-20,2023-04-19,15
100133,1826,2023-04-18,11:52:10.053000,2023-04-18,11:52:10.053000,7,10,32679,2.07,3,25,2023-04-18,2023-04-24,17
100134,1827,2023-04-18,12:21:10.127000,2023-04-18,12:21:10.127000,20,19,12957,2.13,2,85,2023-04-21,2023-04-23,20
100135,1828,2023-04-18,13:11:10.260000,2023-04-18,13:11:10.260000,17,7,12064,2.96,1,12,2023-04-22,2023-04-20,17
100136,1829,2023-04-18,13:45:09.981000,2023-04-18,13:45:09.981000,3,4,78825,3.64,2,16,2023-04-24,2023-04-21,14
100137,1830,2023-04-18,13:52:09.749000,2023-04-18,13:52:09.749000,3,18,14274,3.73,2,61,2023-04-18,2023-04-23,15
100138,1831,2023-04-18,14:59:09.923000,2023-04-18,14:59:09.923000,18,4,97096,3.51,2,41,2023-04-22,2023-04-22,30
100139,1832,2023-04-18,15:27:09.688000,2023-04-18,15:27:09.688000,2,17,41817,2.93,1,108,2023-04-23,2023-04-24,4
100140,1833,2023-04-18,16:16:09.736000,2023-04-18,16:16:09.736000,14,4,54823,3.47,2,11,2023-04-22,2023-04-24,5
100141,1834,2023-04-18,16:17:09.946000,2023-04-18,16:17:09.946000,13,13,28155,2.84,3,52,2023-04-19,2023-04-24,8
100142,1835,2023-04-18,17:48:10.228000,2023-04-18,17:48:10.228000,6,7,3052,3.26,1,118,2023-04-24,2023-04-24,4
100143,1836,2023-04-19,08:20:10.108000,2023-04-19,08:20:10.108000,13,4,81945,2.22,3,39,2023-04-24,2023-04-19,11
100144,1837,2023-04-19,08:54:09.743000,2023-04-19,08:54:09.743000,10,11,36494,3.24,1,89,2023-04-20,2023-04-24,23
100145,1838,2023-04-19,09:13:10.229000,2023-04-19,09:13:10.229000,12,8,82924,2.36,1,94,2023-04-20,2023-04-26,13
100146,1839,2023-04-19,09:22:09.718000,2023-04-19,09:22:09.718000,12,4,71833,3.60,2,104,2023-04-24,2023-04-22,10
100147,1840,2023-04-19,09:58:09.720000,2023-04-19,09:58:09.720000,9,17,52481,3.81,2,99,2023-04-19,2023-04-22,6
100148,5234,2023-11-15,13:20:10.083000,2023-11-15,13:20:10.083000,16,19,63656,2.52,1,11,2023-11-15,2023-11-21,27
100149,1842,2023-04-19,10:44:09.905000,2023-04-19,10:44:09.905000,13,6,59413,3.03,2,14,2023-04-25,2023-04-25,8
100150,1843,2023-04-19,10:47:09.725000,2023-04-19,10:47:09.725000,6,13,11129,3.28,2,57,2023-04-21,2023-04-24,28
100151,1844,2023-04-19,10:52:09.884000,2023-04-19,10:52:09.884000,15,14,64161,2.66,1,8,2023-04-21,2023-04-20,6
100152,1845,2023-04-19,12:24:09.876000,2023-04-19,12:24:09.876000,2,8,66401,2.35,1,8,2023-04-19,2023-04-22,19
100153,1846,2023-04-19,13:01:09.952000,2023-04-19,13:01:09.952000,5,11,20981,3.22,3,55,2023-04-24,2023-04-22,13
100154,1847,2023-04-19,14:00:10.097000,2023-04-19,14:00:10.097000,7,18,16636,3.65,2,85,2023-04-24,2023-04-21,10
100155,1848,2023-04-19,14:35:09.744000,2023-04-19,14:35:09.744000,10,6,41055,3.28,1,8,2023-04-20,2023-04-25,3
100156,1849,2023-04-19,14:50:09.959000,2023-04-19,14:50:09.959000,8,16,49840,2.29,2,61,2023-04-22,2023-04-25,18
100157,1850,2023-04-19,17:24:10.098000,2023-04-19,17:24:10.098000,15,3,36523,2.53,3,31,2023-04-23,2023-04-22,30
100158,1851,2023-04-19,17:38:10.235000,2023-04-19,17:38:10.235000,6,14,7683,3.74,3,112,2023-04-20,2023-04-26,28
100159,1852,2023-04-20,08:23:10.074000,2023-04-20,08:23:10.074000,5,11,7187,2.54,1,28,2023-04-25,2023-04-21,19
100160,1853,2023-04-20,08:57:09.749000,2023-04-20,08:57:09.749000,11,2,40506,3.06,1,102,2023-04-21,2023-04-21,4
100161,1854,2023-04-20,09:06:10.235000,2023-04-20,09:06:10.235000,20,17,23521,2.47,3,15,2023-04-21,2023-04-21,9
100162,1855,2023-04-20,09:53:09.824000,2023-04-20,09:53:09.824000,12,1,40072,3.17,2,55,2023-04-25,2023-04-20,19
100163,1856,2023-04-20,09:54:09.648000,2023-04-20,09:54:09.648000,12,18,32156,2.06,1,101,2023-04-21,2023-04-21,28
100164,1857,2023-04-20,10:38:10.103000,2023-04-20,10:38:10.103000,18,10,10733,2.85,1,29,2023-04-22,2023-04-22,9
100165,1858,2023-04-20,11:22:09.840000,2023-04-20,11:22:09.840000,10,11,88703,2.99,1,102,2023-04-21,2023-04-23,16
100166,1859,2023-04-20,12:42:10.380000,2023-04-20,12:42:10.380000,7,8,14186,2.17,3,45,2023-04-24,2023-04-22,18
100167,1860,2023-04-20,13:38:09.708000,2023-04-20,13:38:09.708000,2,14,6896,2.53,2,74,2023-04-21,2023-04-24,3
100168,1861,2023-04-20,13:56:09.867000,2023-04-20,13:56:09.867000,6,2,45087,3.15,3,98,2023-04-24,2023-04-22,21
100169,1862,2023-04-20,15:17:09.986000,2023-04-20,15:17:09.986000,12,9,49727,3.34,2,47,2023-04-26,2023-04-25,27
100170,1863,2023-04-20,15:31:09.712000,2023-04-20,15:31:09.712000,10,3,28528,2.56,1,106,2023-04-24,2023-04-24,24
100171,1864,2023-04-20,15:55:09.978000,2023-04-20,15:55:09.978000,13,19,39189,3.38,1,60,2023-04-26,2023-04-23,19
100172,1865,2023-04-20,17:08:09.966000,2023-04-20,17:08:09.966000,3,17,73962,3.11,2,39,2023-04-25,2023-04-24,5
100173,1866,2023-04-20,17:14:10.033000,2023-04-20,17:14:10.033000,2,19,91502,3.10,2,27,2023-04-24,2023-04-25,17
100174,1867,2023-04-20,17:36:10.260000,2023-04-20,17:36:10.260000,17,18,6722,2.08,2,95,2023-04-22,2023-04-20,11
100175,934,2023-02-20,12:44:10.145000,2023-02-20,12:44:10.145000,10,16,85785,3.74,1,4,2023-02-25,2023-02-26,4
100176,1815,2023-04-17,17:40:10.075000,2023-04-17,17:40:10.075000,17,10,11114,2.25,2,104,2023-04-22,2024-03-30,20
100177,1868,2023-04-20,18:53:10.003000,2023-04-20,18:53:10.003000,19,17,36602,2.35,2,19,2023-04-21,2023-04-25,10
100178,1869,2023-04-21,08:00:12.849000,2023-04-21,08:00:12.849000,1,10,58215,2.17,2,106,2023-04-22,2023-04-23,9
